"Gene ID","source_id","Product Description","Gene Type","Input ID","Gene Name or Symbol","Computed GO Component IDs","Computed GO Components","Computed GO Function IDs","Computed GO Functions","Computed GO Process IDs","Computed GO Processes","Curated GO Component IDs","Curated GO Components","Curated GO Function IDs","Curated GO Functions","Curated GO Process IDs","Curated GO Processes"
"TGME49_291960","TGME49_291960-t26_1","rhoptry kinase family protein ROP40 (incomplete catalytic triad)","protein coding gene","TGME49_091960","ROP40","N/A","N/A","GO:0016301","kinase activity","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_292960","TGME49_292960-t26_1","hypothetical protein","protein coding gene","TGME49_092960","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_293450","TGME49_293450-t26_1","protein phosphatase 2c containing protein","protein coding gene","TGME49_093450","N/A","N/A","N/A","GO:0003824;GO:0004721;GO:0004722","catalytic activity;phosphoprotein phosphatase activity;protein serine/threonine phosphatase activity","GO:0006470","protein dephosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_293500","TGME49_293500-t26_1","hypothetical protein","protein coding gene","TGME49_093500","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_293590","TGME49_293590-t26_1","3-oxoacyl-acyl-carrier protein synthase I/II, putative","protein coding gene","TGME49_093590","N/A","N/A","N/A","GO:0016747;GO:0033817;GO:0003824","acyltransferase activity, transferring groups other than amino-acyl groups;beta-ketoacyl-acyl-carrier-protein synthase II activity;catalytic activity","GO:0006633","fatty acid biosynthetic process","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_293660","TGME49_293660-t26_1","hypothetical protein","protein coding gene","TGME49_093660","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_293680","TGME49_293680-t26_1","hypothetical protein","protein coding gene","TGME49_093680","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_296000","TGME49_296000-t26_1","hypothetical protein","protein coding gene","TGME49_096000","N/A","N/A","N/A","GO:0005524;GO:0004672","ATP binding;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_297070","TGME49_297070-t26_1","hypothetical protein","protein coding gene","TGME49_097070","N/A","N/A","N/A","GO:0004089;GO:0008270","carbonate dehydratase activity;zinc ion binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_297100","TGME49_297100-t26_1","hypothetical protein","protein coding gene","TGME49_097100","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_297160","TGME49_297160-t26_1","hypothetical protein","protein coding gene","TGME49_097160","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_297280","TGME49_297280-t26_1","hypothetical protein","protein coding gene","TGME49_097280","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_297410","TGME49_297410-t26_1","hypothetical protein","protein coding gene","TGME49_097410","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_298040","TGME49_298040-t26_1","hypothetical protein","protein coding gene","TGME49_098040","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_299780","TGME49_299780-t26_1","hypothetical protein","protein coding gene","TGME49_099780","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_299810","TGME49_299810-t26_1","cysteine-tRNA synthetase (CysRS)","protein coding gene","TGME49_099810","N/A","N/A","N/A","GO:0005524;GO:0004812;GO:0004817;GO:0000166","ATP binding;aminoacyl-tRNA ligase activity;cysteine-tRNA ligase activity;nucleotide binding","GO:0006423;GO:0006418","cysteinyl-tRNA aminoacylation;tRNA aminoacylation for protein translation","GO:0020011;GO:0005737","apicoplast;cytoplasm","N/A","N/A","N/A","N/A"
"TGME49_300048","TGME49_300048-t26_1","hypothetical protein","protein coding gene","TGME49_100050","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_300052","TGME49_300052-t26_1","hypothetical protein","protein coding gene","TGME49_100050","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_300120","TGME49_300120-t26_1","aminotransferase, class V superfamily protein","protein coding gene","TGME49_100120","N/A","N/A","N/A","GO:0003824;GO:0031071;GO:0008483","catalytic activity;cysteine desulfurase activity;transaminase activity","GO:0008152","metabolic process","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_300130","TGME49_300130-t26_1","apical membrane antigen 1 domain-containing protein","protein coding gene","TGME49_100130","N/A","GO:0016021;GO:0016020","integral component of membrane;membrane","N/A","N/A","GO:0009405","obsolete pathogenesis","GO:0020009","microneme","N/A","N/A","N/A","N/A"
"TGME49_301010","TGME49_301010-t26_1","serine/threonine protein phosphatase, putative","protein coding gene","TGME49_101010","N/A","N/A","N/A","GO:0016787;GO:0004721","hydrolase activity;phosphoprotein phosphatase activity","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_301250","TGME49_301250-t26_1","hypothetical protein","protein coding gene","TGME49_101250","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_301440","TGME49_301440-t26_1","calcium-dependent protein kinase CDPK1","protein coding gene","TGME49_101440","CDPK1","GO:0016020","membrane","GO:0005524;GO:0005509;GO:0004683;GO:0016773;GO:0004672","ATP binding;calcium ion binding;calmodulin-dependent protein kinase activity;phosphotransferase activity, alcohol group as acceptor;protein kinase activity","GO:0009103;GO:0006468","lipopolysaccharide biosynthetic process;protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_304490","TGME49_304490-t26_1","hypothetical protein","protein coding gene","TGME49_104490","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_304740","TGME49_304740-t26_1","rhoptry kinase family protein ROP35","protein coding gene","TGME49_104740","ROP35","N/A","N/A","GO:0005524;GO:0004715;GO:0004672","ATP binding;non-membrane spanning protein tyrosine kinase activity;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_304955","TGME49_304955-t26_1","serine/threonine specific protein phosphatase","protein coding gene","TGME49_104960, TGME49_104950","N/A","GO:0016021","integral component of membrane","GO:0003824;GO:0004721","catalytic activity;phosphoprotein phosphatase activity","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_304970","TGME49_304970-t26_1","cell-cycle-associated protein kinase CDK, putative","protein coding gene","TGME49_104970","N/A","N/A","N/A","GO:0005524;GO:0008353;GO:0004672","ATP binding;RNA polymerase II CTD heptapeptide repeat kinase activity;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_305020","TGME49_305020-t26_1","hypothetical protein","protein coding gene","TGME49_105020","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_305270","TGME49_305270-t26_1","hypothetical protein","protein coding gene","TGME49_105270","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_305320","TGME49_305320-t26_1","mRNA capping enzyme","protein coding gene","TGME49_105320","N/A","N/A","N/A","GO:0004484","mRNA guanylyltransferase activity","GO:0006370;GO:0006397","7-methylguanosine mRNA capping;mRNA processing","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_305510","TGME49_305510-t26_1","hypothetical protein","protein coding gene","TGME49_105510","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_305530","TGME49_305530-t26_1","hypothetical protein","protein coding gene","TGME49_105530","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_305860","TGME49_305860-t26_1","calcium-dependent protein kinase CDPK3","protein coding gene","TGME49_105860","CDPK3","N/A","N/A","GO:0005524;GO:0005509;GO:0004683;GO:0004672","ATP binding;calcium ion binding;calmodulin-dependent protein kinase activity;protein kinase activity","GO:0006468","protein phosphorylation","GO:0045177;GO:0005737","apical part of cell;cytoplasm","N/A","N/A","N/A","N/A"
"TGME49_305920","TGME49_305920-t26_1","endonuclease III family 1 protein","protein coding gene","TGME49_105920","N/A","GO:0005739;GO:0005634","mitochondrion;nucleus","GO:0051539;GO:0019104;GO:0003677;GO:0003906;GO:0003824;GO:0140078;GO:0004519;GO:0046872;GO:0000703","4 iron, 4 sulfur cluster binding;DNA N-glycosylase activity;DNA binding;DNA-(apurinic or apyrimidinic site) endonuclease activity;catalytic activity;class I DNA-(apurinic or apyrimidinic site) endonuclease activity;endonuclease activity;metal ion binding;oxidized pyrimidine nucleobase lesion DNA N-g","GO:0006281;GO:0006284;GO:0006285","DNA repair;base-excision repair;base-excision repair, AP site formation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_306000","TGME49_306000-t26_1","AP2 domain transcription factor AP2IX-8","protein coding gene","TGME49_106000","AP2IX8","N/A","N/A","GO:0003700","DNA-binding transcription factor activity","GO:0006355","regulation of transcription, DNA-templated","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_306480","TGME49_306480-t26_1","CAM kinase, CDPK family","protein coding gene","TGME49_106480","N/A","N/A","N/A","GO:0005524;GO:0004683;GO:0004689;GO:0004672","ATP binding;calmodulin-dependent protein kinase activity;phosphorylase kinase activity;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_306550","TGME49_306550-t26_1","hypothetical protein","protein coding gene","TGME49_106550","N/A","GO:0016021","integral component of membrane","GO:0050515","4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity","GO:0016114","terpenoid biosynthetic process","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_306560","TGME49_306560-t26_1","hypothetical protein","protein coding gene","TGME49_106560","N/A","GO:0005643","nuclear pore","GO:0017056","structural constituent of nuclear pore","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_306910","TGME49_306910-t26_1","hypothetical protein","protein coding gene","TGME49_106910","N/A","N/A","N/A","N/A","N/A","GO:0043248","proteasome assembly","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_307820","TGME49_307820-t26_1","hypothetical protein","protein coding gene","TGME49_107820","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_308000","TGME49_308000-t26_1","Gpi16 subunit, GPI transamidase component protein","protein coding gene","TGME49_108000","N/A","GO:0042765;GO:0016021","GPI-anchor transamidase complex;integral component of membrane","N/A","N/A","GO:0016255","attachment of GPI anchor to protein","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_308070","TGME49_308070-t26_1","hypothetical protein","protein coding gene","TGME49_108070","N/A","N/A","N/A","GO:0003723","RNA binding","GO:0006397","mRNA processing","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_308950","TGME49_308950-t26_1","histidine acid phosphatase superfamily protein","protein coding gene","TGME49_108950","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_309100","TGME49_309100-t26_1","hypothetical protein","protein coding gene","TGME49_109100","N/A","GO:0005779","integral component of peroxisomal membrane","N/A","N/A","GO:0007031","peroxisome organization","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_310010","TGME49_310010-t26_1","rhoptry neck protein RON1","protein coding gene","TGME49_110010","RON1","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","GO:0045177","apical part of cell","N/A","N/A","N/A","N/A"
"TGME49_310230","TGME49_310230-t26_1","hypothetical protein","protein coding gene","TGME49_110230","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_310610","TGME49_310610-t26_1","hypothetical protein","protein coding gene","TGME49_110610","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_310660","TGME49_310660-t26_1","Dullard family phosphatase domain-containing protein","protein coding gene","TGME49_110660","N/A","N/A","N/A","GO:0016791;GO:0004721;GO:0005515","phosphatase activity;phosphoprotein phosphatase activity;protein binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_310700","TGME49_310700-t26_1","serine/threonine phosophatase PP1","protein coding gene","TGME49_110700","N/A","GO:0072357;GO:0000164","PTW/PP1 phosphatase complex;protein phosphatase type 1 complex","GO:0016787;GO:0046872;GO:0004721;GO:0004722","hydrolase activity;metal ion binding;phosphoprotein phosphatase activity;protein serine/threonine phosphatase activity","N/A","N/A","GO:0005737;GO:0005634","cytoplasm;nucleus","N/A","N/A","N/A","N/A"
"TGME49_310750","TGME49_310750-t26_1","emp24/gp25L/p24 family protein","protein coding gene","TGME49_110750","N/A","GO:0005789;GO:0016021","endoplasmic reticulum membrane;integral component of membrane","N/A","N/A","GO:0006810","transport","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_310760","TGME49_310760-t26_1","protein phosphatase 2C domain-containing protein","protein coding gene","TGME49_110760","N/A","N/A","N/A","GO:0003824;GO:0043169;GO:0046872;GO:0004721;GO:0004722","catalytic activity;cation binding;metal ion binding;phosphoprotein phosphatase activity;protein serine/threonine phosphatase activity","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_310770","TGME49_310770-t26_1","hypothetical protein","protein coding gene","TGME49_110770","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_310780","TGME49_310780-t26_1","dense granule protein GRA4","protein coding gene","TGME49_110780","GRA4","N/A","N/A","N/A","N/A","N/A","N/A","GO:0045177;GO:0020003","apical part of cell;symbiont-containing vacuole","N/A","N/A","N/A","N/A"
"TGME49_311210","TGME49_311210-t26_1","hypothetical protein","protein coding gene","TGME49_111210","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_311220","TGME49_311220-t26_1","hypothetical protein","protein coding gene","TGME49_111220","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_311290","TGME49_311290-t26_1","protein tyrosine phosphatase family protein, ptpla protein","protein coding gene","TGME49_111290","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_311300","TGME49_311300-t26_1","cyclic nucleotide-binding domain-containing protein","protein coding gene","TGME49_111300","N/A","GO:0005952","cAMP-dependent protein kinase complex","GO:0030552;GO:0008603;GO:0004692","cAMP binding;cAMP-dependent protein kinase regulator activity;cGMP-dependent protein kinase activity","GO:0001932","regulation of protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_311310","TGME49_311310-t26_1","protein phosphatase 2B catalytic subunit, calcineurin family phosphatse superfamily protein","protein coding gene","TGME49_111310","N/A","N/A","N/A","GO:0016787;GO:0004721","hydrolase activity;phosphoprotein phosphatase activity","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_311470","TGME49_311470-t26_1","rhoptry neck protein RON5","protein coding gene","TGME49_111470","RON5","N/A","N/A","N/A","N/A","N/A","N/A","GO:0045177;GO:0070258","apical part of cell;inner membrane pellicle complex","N/A","N/A","N/A","N/A"
"TGME49_311510","TGME49_311510-t26_1","eIF2 kinase IF2K-B","protein coding gene","TGME49_111510","N/A","N/A","N/A","GO:0005524;GO:0004693;GO:0004672","ATP binding;cyclin-dependent protein serine/threonine kinase activity;protein kinase activity","GO:0006468","protein phosphorylation","GO:0005737","cytoplasm","N/A","N/A","N/A","N/A"
"TGME49_311710","TGME49_311710-t26_1","hypothetical protein","protein coding gene","TGME49_111710","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_311720","TGME49_311720-t26_1","chaperonin protein BiP","protein coding gene","TGME49_111720","N/A","N/A","N/A","GO:0005524;GO:0016887","ATP binding;ATP hydrolysis activity","GO:0000902","cell morphogenesis","GO:0005783;GO:0005634","endoplasmic reticulum;nucleus","N/A","N/A","N/A","N/A"
"TGME49_312110","TGME49_312110-t26_1","apicoplast-associated thioredoxin family protein Atrx1","protein coding gene","TGME49_112110","N/A","GO:0005623","obsolete cell","GO:0016209;GO:0016491;GO:0047134","antioxidant activity;oxidoreductase activity;protein-disulfide reductase (NAD(P)) activity","GO:0045454;GO:0055114","cell redox homeostasis;obsolete oxidation-reduction process","GO:0020011","apicoplast","N/A","N/A","N/A","N/A"
"TGME49_312200","TGME49_312200-t26_1","serine/threonine protein phosphatase","protein coding gene","TGME49_112200","N/A","N/A","N/A","GO:0016787;GO:0004721;GO:0005515","hydrolase activity;phosphoprotein phosphatase activity;protein binding","GO:0006470","protein dephosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_312270","TGME49_312270-t26_1","rhoptry protein ROP13","protein coding gene","TGME49_112270","ROP13","N/A","N/A","N/A","N/A","N/A","N/A","GO:0045177","apical part of cell","N/A","N/A","N/A","N/A"
"TGME49_312420","TGME49_312420-t26_1","hypothetical protein","protein coding gene","TGME49_112420","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_312570","TGME49_312570-t26_1","CMGC kinase, MAPK family (ERK) MAPK-1","protein coding gene","TGME49_112570","N/A","N/A","N/A","GO:0005524;GO:0004707;GO:0004672;GO:0050321","ATP binding;MAP kinase activity;protein kinase activity;tau-protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_313180","TGME49_313180-t26_1","cell-cycle-associated protein kinase PRP4, putative","protein coding gene","TGME49_113180","N/A","N/A","N/A","GO:0005524;GO:0004672;GO:0004712","ATP binding;protein kinase activity;protein serine/threonine/tyrosine kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_313330","TGME49_313330-t26_1","rhoptry kinase family protein ROP27","protein coding gene","TGME49_113330","ROP27","GO:0016021","integral component of membrane","GO:0005524;GO:0004683;GO:0004672","ATP binding;calmodulin-dependent protein kinase activity;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_313440","TGME49_313440-t26_1","hypothetical protein","protein coding gene","TGME49_113440","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_314280","TGME49_314280-t26_1","AAR2 protein","protein coding gene","TGME49_114280","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_314430","TGME49_314430-t26_1","serine/threonine specific protein phosphatase","protein coding gene","TGME49_114430","N/A","N/A","N/A","GO:0016791;GO:0004721;GO:0004725;GO:0008138","phosphatase activity;phosphoprotein phosphatase activity;protein tyrosine phosphatase activity;protein tyrosine/serine/threonine phosphatase activity","GO:0016311;GO:0006470;GO:0007096","dephosphorylation;protein dephosphorylation;regulation of exit from mitosis","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_315190","TGME49_315190-t26_1","CAM kinase, SNF1 family","protein coding gene","TGME49_115190","N/A","N/A","N/A","GO:0005524;GO:0004687;GO:0004672","ATP binding;myosin light chain kinase activity;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_316360","TGME49_316360-t26_1","hypothetical protein","protein coding gene","TGME49_116360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_318560","TGME49_318560-t26_1","ATPase/histidine kinase/DNA gyrase B/HSP90 domain-containing protein","protein coding gene","TGME49_118560","N/A","GO:0005759","mitochondrial matrix","GO:0005524;GO:0004672;GO:0004740;GO:0016772","ATP binding;protein kinase activity;pyruvate dehydrogenase (acetyl-transferring) kinase activity;transferase activity, transferring phosphorus-containing groups","GO:0016310","phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_318660","TGME49_318660-t26_1","PP2C, putative","protein coding gene","TGME49_118660","N/A","N/A","N/A","GO:0003824;GO:0043169;GO:0046872;GO:0004721;GO:0004722","catalytic activity;cation binding;metal ion binding;phosphoprotein phosphatase activity;protein serine/threonine phosphatase activity","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_318770","TGME49_318770-t26_1","aurora kinase(incomplete catalytic triad)","protein coding gene","TGME49_118770","N/A","N/A","N/A","GO:0005524;GO:0004683;GO:0004672","ATP binding;calmodulin-dependent protein kinase activity;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_319610","TGME49_319610-t26_1","eIF2 kinase IF2K-D (incomplete catalytic triad)","protein coding gene","TGME49_119610","N/A","N/A","N/A","GO:0005524;GO:0008353;GO:0005515;GO:0004672","ATP binding;RNA polymerase II CTD heptapeptide repeat kinase activity;protein binding;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_319650","TGME49_319650-t26_1","3' exoribonuclease family, domain 1 domain-containing protein","protein coding gene","TGME49_119650","N/A","N/A","N/A","GO:0009022","tRNA nucleotidyltransferase activity","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_319920","TGME49_319920-t26_1","2-oxo acid dehydrogenases acyltransferase (catalytic domain) domain-containing protein","protein coding gene","TGME49_119920","N/A","N/A","N/A","GO:0016746;GO:0004742","acyltransferase activity;dihydrolipoyllysine-residue acetyltransferase activity","GO:0008152","metabolic process","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_320060","TGME49_320060-t26_1","DnaJ domain-containing protein","protein coding gene","TGME49_120060","N/A","N/A","N/A","GO:0031072","heat shock protein binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_321310","TGME49_321310-t26_1","16S rRNA processing protein RimM domain-containing protein","protein coding gene","TGME49_121310","N/A","GO:0005840","ribosome","GO:0003676;GO:0043022","nucleic acid binding;ribosome binding","GO:0006364","rRNA processing","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_321570","TGME49_321570-t26_1","beta-hydroxyacyl-acyl carrier protein dehydratase (FABZ)","protein coding gene","TGME49_121570","N/A","N/A","N/A","N/A","N/A","N/A","N/A","GO:0020011","apicoplast","N/A","N/A","N/A","N/A"
"TGME49_321650","TGME49_321650-t26_1","hypothetical protein","protein coding gene","TGME49_121650","N/A","GO:0016021","integral component of membrane","GO:0005524;GO:0004672","ATP binding;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
